household_key,snapshot_day,raw_model_score,probability_method,lapse_probability,driver_rank,raw_feature,raw_feature_value,transformed_feature,transformed_value,shap_contribution_model_output,direction_sign,shap_output_scale,probability_ready_for_downstream,direction
683,655,0.5361539279636202,native_raw,0.5361539279636202,5,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
1725,655,0.5307128618086588,native_raw,0.5307128618086588,1,active_weeks,3.0,active_weeks,-1.6424961610367452,1.3347790441600542,1,log_odds,True,riski artıran
1725,655,0.5307128618086588,native_raw,0.5307128618086588,2,recency_days,83.0,recency_days,4.617755213694176,0.7907326182053638,1,log_odds,True,riski artıran
1725,655,0.5307128618086588,native_raw,0.5307128618086588,3,recent_mean_purchase_gap_3,43.5,recent_mean_purchase_gap_3,1.9852029858476947,0.580196315430102,1,log_odds,True,riski artıran
1725,655,0.5307128618086588,native_raw,0.5307128618086588,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
1725,655,0.5307128618086588,native_raw,0.5307128618086588,5,weekly_spend_cv_12w,3.464101615137755,weekly_spend_cv_12w,2.4498520198912535,0.444572287116815,1,log_odds,True,riski artıran
120,655,0.5305501098720007,native_raw,0.5305501098720007,1,recent_mean_purchase_gap_3,175.0,recent_mean_purchase_gap_3,10.435505411366032,3.0383120479884997,1,log_odds,True,riski artıran
120,655,0.5305501098720007,native_raw,0.5305501098720007,2,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
120,655,0.5305501098720007,native_raw,0.5305501098720007,3,median_purchase_gap,175.0,median_purchase_gap,11.386069821362328,-0.8896048827632435,-1,log_odds,True,riski azaltan
120,655,0.5305501098720007,native_raw,0.5305501098720007,4,last_purchase_gap,175.0,last_purchase_gap,8.288190428128773,-0.5257607222683243,-1,log_odds,True,riski azaltan
120,655,0.5305501098720007,native_raw,0.5305501098720007,5,weekly_spend_cv_12w,3.4641016151377544,weekly_spend_cv_12w,2.449852019891253,0.44457228711681496,1,log_odds,True,riski artıran
1022,655,0.5236062317078394,native_raw,0.5236062317078394,1,recent_mean_purchase_gap_3,92.0,recent_mean_purchase_gap_3,5.101854450772709,1.4868017377044922,1,log_odds,True,riski artıran
1022,655,0.5236062317078394,native_raw,0.5236062317078394,2,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
1022,655,0.5236062317078394,native_raw,0.5236062317078394,3,recency_days,74.0,recency_days,4.041372346493516,0.6934316397551549,1,log_odds,True,riski artıran
1022,655,0.5236062317078394,native_raw,0.5236062317078394,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
1022,655,0.5236062317078394,native_raw,0.5236062317078394,5,weekly_spend_cv_12w,3.464101615137754,weekly_spend_cv_12w,2.4498520198912526,0.44457228711681485,1,log_odds,True,riski artıran
90,655,0.515809284659147,native_raw,0.515809284659147,1,recent_mean_purchase_gap_3,101.0,recent_mean_purchase_gap_3,5.680202145294877,1.6550377954461317,1,log_odds,True,riski artıran
90,655,0.515809284659147,native_raw,0.515809284659147,2,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
90,655,0.515809284659147,native_raw,0.515809284659147,3,recency_days,72.0,recency_days,3.9132872648933694,0.671809200099553,1,log_odds,True,riski artıran
90,655,0.515809284659147,native_raw,0.515809284659147,4,median_purchase_gap,101.0,median_purchase_gap,6.27674331600385,-0.4919440574620866,-1,log_odds,True,riski azaltan
90,655,0.515809284659147,native_raw,0.515809284659147,5,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
819,655,0.5098213642487304,native_raw,0.5098213642487304,1,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
819,655,0.5098213642487304,native_raw,0.5098213642487304,2,recent_mean_purchase_gap_3,88.0,recent_mean_purchase_gap_3,4.844811030985079,1.4120301564859858,1,log_odds,True,riski artıran
819,655,0.5098213642487304,native_raw,0.5098213642487304,3,recency_days,77.0,recency_days,4.233499968893736,0.7258652992385579,1,log_odds,True,riski artıran
819,655,0.5098213642487304,native_raw,0.5098213642487304,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
819,655,0.5098213642487304,native_raw,0.5098213642487304,5,weekly_spend_cv_12w,3.4641016151377544,weekly_spend_cv_12w,2.449852019891253,0.44457228711681496,1,log_odds,True,riski artıran
347,655,0.5013096710857079,native_raw,0.5013096710857079,1,recent_mean_purchase_gap_3,162.0,recent_mean_purchase_gap_3,9.600114297056235,2.7953044090283545,1,log_odds,True,riski artıran
347,655,0.5013096710857079,native_raw,0.5013096710857079,2,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
347,655,0.5013096710857079,native_raw,0.5013096710857079,3,median_purchase_gap,162.0,median_purchase_gap,10.488485435285838,-0.8197455485887158,-1,log_odds,True,riski azaltan
347,655,0.5013096710857079,native_raw,0.5013096710857079,4,last_purchase_gap,162.0,last_purchase_gap,7.623672912763395,-0.4835283360258118,-1,log_odds,True,riski azaltan
347,655,0.5013096710857079,native_raw,0.5013096710857079,5,weekly_spend_cv_12w,3.4641016151377544,weekly_spend_cv_12w,2.449852019891253,0.44457228711681496,1,log_odds,True,riski artıran
2304,655,0.47868063252077975,native_raw,0.47868063252077975,1,active_weeks,4.0,active_weeks,-1.5067586120923007,1.2160264601600494,1,log_odds,True,riski artıran
2304,655,0.47868063252077975,native_raw,0.47868063252077975,2,recency_days,81.0,recency_days,4.489670132094029,0.7691101785497618,1,log_odds,True,riski artıran
2304,655,0.47868063252077975,native_raw,0.47868063252077975,3,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
2304,655,0.47868063252077975,native_raw,0.47868063252077975,4,weekly_spend_cv_12w,3.4641016151377553,weekly_spend_cv_12w,2.4498520198912543,0.4445722871168152,1,log_odds,True,riski artıran
2304,655,0.47868063252077975,native_raw,0.47868063252077975,5,unique_products,6.0,unique_products,-1.1525008759641209,0.4249728796247863,1,log_odds,True,riski artıran
619,655,0.47729206153743525,native_raw,0.47729206153743525,1,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
619,655,0.47729206153743525,native_raw,0.47729206153743525,2,recent_mean_purchase_gap_3,65.5,recent_mean_purchase_gap_3,3.39894179467966,0.9914400121318871,1,log_odds,True,riski artıran
619,655,0.47729206153743525,native_raw,0.47729206153743525,3,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
619,655,0.47729206153743525,native_raw,0.47729206153743525,4,weekly_spend_cv_12w,3.4641016151377553,weekly_spend_cv_12w,2.4498520198912543,0.4445722871168152,1,log_odds,True,riski artıran
619,655,0.47729206153743525,native_raw,0.47729206153743525,5,recency_days,50.0,recency_days,2.5043513672917563,0.4339623638879314,1,log_odds,True,riski artıran
45,655,0.4769508723631724,native_raw,0.4769508723631724,1,active_weeks,3.0,active_weeks,-1.6424961610367452,1.3347790441600542,1,log_odds,True,riski artıran
45,655,0.4769508723631724,native_raw,0.4769508723631724,2,recency_days,68.0,recency_days,3.657117101693076,0.6285643207883491,1,log_odds,True,riski artıran
45,655,0.4769508723631724,native_raw,0.4769508723631724,3,recent_mean_purchase_gap_3,43.5,recent_mean_purchase_gap_3,1.9852029858476947,0.580196315430102,1,log_odds,True,riski artıran
45,655,0.4769508723631724,native_raw,0.4769508723631724,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
45,655,0.4769508723631724,native_raw,0.4769508723631724,5,weekly_spend_cv_12w,3.4641016151377553,weekly_spend_cv_12w,2.4498520198912543,0.4445722871168152,1,log_odds,True,riski artıran
834,655,0.47134020850588826,native_raw,0.47134020850588826,1,active_weeks,3.0,active_weeks,-1.6424961610367452,1.3347790441600542,1,log_odds,True,riski artıran
834,655,0.47134020850588826,native_raw,0.47134020850588826,2,recent_mean_purchase_gap_3,48.0,recent_mean_purchase_gap_3,2.2743768331087786,0.6643143443009216,1,log_odds,True,riski artıran
834,655,0.47134020850588826,native_raw,0.47134020850588826,3,recency_days,61.0,recency_days,3.208819316092563,0.5528857819937422,1,log_odds,True,riski artıran
834,655,0.47134020850588826,native_raw,0.47134020850588826,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
834,655,0.47134020850588826,native_raw,0.47134020850588826,5,weekly_spend_cv_12w,3.4641016151377544,weekly_spend_cv_12w,2.449852019891253,0.44457228711681496,1,log_odds,True,riski artıran
686,655,0.4641777176548852,native_raw,0.4641777176548852,1,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
686,655,0.4641777176548852,native_raw,0.4641777176548852,2,recent_mean_purchase_gap_3,66.0,recent_mean_purchase_gap_3,3.431072222153114,1.0007864597842004,1,log_odds,True,riski artıran
686,655,0.4641777176548852,native_raw,0.4641777176548852,3,recency_days,56.0,recency_days,2.8886066120921963,0.4988296828547373,1,log_odds,True,riski artıran
686,655,0.4641777176548852,native_raw,0.4641777176548852,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
686,655,0.4641777176548852,native_raw,0.4641777176548852,5,weekly_spend_cv_12w,3.4641016151377544,weekly_spend_cv_12w,2.449852019891253,0.44457228711681496,1,log_odds,True,riski artıran
2357,655,0.46337463389149064,native_raw,0.46337463389149064,1,active_weeks,4.0,active_weeks,-1.5067586120923007,1.2160264601600494,1,log_odds,True,riski artıran
2357,655,0.46337463389149064,native_raw,0.46337463389149064,2,recent_mean_purchase_gap_3,47.333333333333336,recent_mean_purchase_gap_3,2.2315362631441737,0.6518524140978373,1,log_odds,True,riski artıran
2357,655,0.46337463389149064,native_raw,0.46337463389149064,3,discounted_basket_rate,0.25,discounted_basket_rate,-4.234166701720369,0.5119292764107937,1,log_odds,True,riski artıran
2357,655,0.46337463389149064,native_raw,0.46337463389149064,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
2357,655,0.46337463389149064,native_raw,0.46337463389149064,5,unique_products,8.0,unique_products,-1.141306067971105,0.42030669373815677,1,log_odds,True,riski artıran
202,655,0.45500867767919173,native_raw,0.45500867767919173,1,active_weeks,4.0,active_weeks,-1.5067586120923007,1.2160264601600494,1,log_odds,True,riski artıran
202,655,0.45500867767919173,native_raw,0.45500867767919173,2,recency_days,54.0,recency_days,2.7605215304920496,0.4772072431991353,1,log_odds,True,riski artıran
202,655,0.45500867767919173,native_raw,0.45500867767919173,3,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
202,655,0.45500867767919173,native_raw,0.45500867767919173,4,recent_mean_purchase_gap_3,36.333333333333336,recent_mean_purchase_gap_3,1.524666858728191,0.44623056574694475,1,log_odds,True,riski artıran
202,655,0.45500867767919173,native_raw,0.45500867767919173,5,weekly_spend_cv_12w,3.216276281233965,weekly_spend_cv_12w,2.145287771632109,0.38728716242162814,1,log_odds,True,riski artıran
1013,655,0.45229538392422003,native_raw,0.45229538392422003,1,active_weeks,2.0,active_weeks,-1.7782337099811898,1.453531628160059,1,log_odds,True,riski artıran
1013,655,0.45229538392422003,native_raw,0.45229538392422003,2,recent_mean_purchase_gap_3,66.0,recent_mean_purchase_gap_3,3.431072222153114,1.0007864597842004,1,log_odds,True,riski artıran
1013,655,0.45229538392422003,native_raw,0.45229538392422003,3,recency_days,66.0,recency_days,3.5290320200929295,0.6069418811327472,1,log_odds,True,riski artıran
1013,655,0.45229538392422003,native_raw,0.45229538392422003,4,active_weeks_last_4w,0.0,active_weeks_last_4w,-1.7331179089168254,0.45718616505910575,1,log_odds,True,riski artıran
1013,655,0.45229538392422003,native_raw,0.45229538392422003,5,weekly_spend_cv_12w,3.464101615137755,weekly_spend_cv_12w,2.4498520198912535,0.444572287116815,1,log_odds,True,riski artıran
